Id,District Name,Neighborhood Name,Street,Weekday,Month,Day,Hour,Part of the day,Mild injuries,Serious injuries,Victims,Vehicles involved,Longitude,Latitude
20170010286,Sant Andreu,el Bon Pastor,Sant Adrià / Sas                                  ,Tuesday,December,12,15,Afternoon,1,0,1,1,2.2043470000000003,41.436116999999996
20170010287,Les Corts,les Corts,Diagonal / Entença                                ,Tuesday,December,12,16,Afternoon,1,0,1,2,2.137125,41.390772
20170010288,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Augusta / Calvet                                  ,Tuesday,December,12,16,Afternoon,2,0,2,2,2.139896,41.397847999999996
20170010289,Nou Barris,Vilapicina i la Torre Llobeta,Borbó                                             ,Tuesday,December,12,17,Afternoon,1,0,1,2,2.174503,41.429237
20170010290,Eixample,la Nova Esquerra de l'Eixample,Rocafort / Roma                                   ,Tuesday,December,12,19,Afternoon,1,0,1,2,2.148644,41.382809
20170010291,Eixample,la Dreta de l'Eixample,Girona / València                                 ,Tuesday,December,12,18,Afternoon,1,0,1,2,2.1686360000000002,41.396713
20170010292,Nou Barris,Vilapicina i la Torre Llobeta,Costa i Cuxart / Felip II                         ,Tuesday,December,12,18,Afternoon,1,0,1,1,2.176582,41.428286
20170010293,Eixample,la Nova Esquerra de l'Eixample,París                                             ,Tuesday,December,12,20,Afternoon,1,0,1,3,2.144317,41.387054
20170010294,Eixample,la Dreta de l'Eixample,Corts Catalanes / Roger de Flor                   ,Tuesday,December,12,21,Afternoon,1,0,1,1,2.176679,41.395745
20170010295,Sant Martí,el Parc i la Llacuna del Poblenou,Corts Catalanes / Llacuna                         ,Wednesday,December,13,6,Morning,2,0,2,2,2.19141,41.406811
20170010296,Eixample,la Nova Esquerra de l'Eixample,Aragó / Comte Borrell                             ,Wednesday,December,13,7,Morning,1,0,1,2,2.153952,41.383936
20170010297,Eixample,l'Antiga Esquerra de l'Eixample,Doctor Letamendi                                  ,Wednesday,December,13,9,Morning,2,0,2,2,2.160079,41.388901000000004
20170010298,Horta-Guinardó,Horta,Dalt (Llobregat)                                  ,Wednesday,December,13,8,Morning,1,0,1,2,2.159589,41.439474
20170010299,Nou Barris,Can Peguera,Urrutia / Montagut                                ,Wednesday,December,13,8,Morning,1,0,1,2,2.168751,41.435108
20170010300,Sant Martí,Provençals del Poblenou,Pere IV                                           ,Wednesday,December,13,10,Morning,1,1,2,2,2.203718,41.410546000000004
20170010301,Les Corts,les Corts,Diagonal                                          ,Wednesday,December,13,11,Morning,1,0,1,2,2.1308700000000003,41.388771000000006
20170010302,Eixample,l'Antiga Esquerra de l'Eixample,Casanova / Diputació                              ,Wednesday,December,13,10,Morning,2,0,2,2,2.159596,41.384772
20170010303,Eixample,la Dreta de l'Eixample,Mallorca / Nàpols                                 ,Wednesday,December,13,11,Morning,1,0,1,2,2.172039,41.400953
20170010304,Sant Martí,el Poblenou,Pallars / Roc Boronat                             ,Wednesday,December,13,9,Morning,1,0,1,2,2.197188,41.400711
20170010305,Nou Barris,Vilapicina i la Torre Llobeta,Fabra i Puig                                      ,Wednesday,December,13,11,Morning,1,0,1,3,2.181482,41.430088
20170010306,Eixample,la Dreta de l'Eixample,Aragó / Girona                                    ,Wednesday,December,13,12,Morning,1,0,1,2,2.1697740000000003,41.395845
20170010307,Horta-Guinardó,el Baix Guinardó,Guinardó                                          ,Wednesday,December,13,13,Morning,2,0,2,2,2.169921,41.413671
20170010308,Eixample,la Nova Esquerra de l'Eixample,Entença / Consell de Cent                         ,Wednesday,December,13,15,Afternoon,1,0,1,2,2.150532,41.379673
20170010309,Gràcia,la Vila de Gràcia,Sant Marc / Benet Mercadé                         ,Wednesday,December,13,13,Morning,1,0,1,2,2.1523220000000003,41.400501
20170010310,Eixample,la Dreta de l'Eixample,Diagonal / Gràcia                                 ,Wednesday,December,13,14,Afternoon,1,0,1,2,2.159495,41.396524
20170010311,Eixample,Sant Antoni,Floridablanca / Viladomat                         ,Wednesday,December,13,15,Afternoon,1,0,1,2,2.158684,41.37863
20170010312,Sarrià-Sant Gervasi,les Tres Torres,Anglí                                             ,Wednesday,December,13,15,Afternoon,2,0,2,4,2.127234,41.398941
20170010313,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Francesc Macià / Comte d'Urgell                   ,Wednesday,December,13,15,Afternoon,1,0,1,2,2.1448869999999998,41.392454
20170010314,Sants-Montjuïc,la Bordeta,Badal / Constitució                               ,Wednesday,December,13,18,Afternoon,2,0,2,2,2.132916,41.368935
20170010315,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Calvet / la forja                                 ,Wednesday,December,13,19,Afternoon,1,0,1,2,2.1427970000000003,41.395111
20170010316,Sants-Montjuïc,el Poble-sec,Litoral (Besòs)                                   ,Wednesday,December,13,19,Afternoon,1,0,1,2,2.1600759999999997,41.355115000000005
20170010317,Eixample,l'Antiga Esquerra de l'Eixample,Aragó                                             ,Wednesday,December,13,19,Afternoon,1,0,1,3,2.159704,41.388476000000004
20170010318,Les Corts,Pedralbes,Pedralbes                                         ,Wednesday,December,13,20,Afternoon,0,1,1,1,2.120841,41.388462
20170010319,Eixample,el Fort Pienc,Corts Catalanes                                   ,Wednesday,December,13,17,Afternoon,1,0,1,2,2.185117,41.401629
20170010320,Sants-Montjuïc,Hostafrancs,Corts Catalanes                                   ,Wednesday,December,13,17,Afternoon,1,0,1,1,2.147624,41.374226
20170010321,Les Corts,les Corts,Sarrià / Diagonal                                 ,Wednesday,December,13,19,Afternoon,1,0,1,2,2.138825,41.391215
20170010322,Eixample,l'Antiga Esquerra de l'Eixample,València                                          ,Wednesday,December,13,21,Afternoon,1,0,1,1,2.158618,41.389302
20170010323,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Balmes / Copèrnic                                 ,Wednesday,December,13,21,Afternoon,1,0,1,2,2.144401,41.402845
20170010324,Gràcia,Vallcarca i els Penitents,República Argentina / Velázquez                   ,Wednesday,December,13,22,Night,0,0,0,1,2.148053,41.407674
20170010325,Horta-Guinardó,el Guinardó,Mare de Déu de Montserrat / Garrofers             ,Thursday,December,14,6,Morning,1,0,1,2,2.172119,41.418732
20170010326,Horta-Guinardó,el Carmel,Calderón de la Barca                              ,Thursday,December,14,9,Morning,1,0,1,1,2.154641,41.423268
20170010327,Nou Barris,el Turó de la Peira,Sant Iscle / Doctor Pi i Molist                   ,Thursday,December,14,7,Morning,1,0,1,1,2.17352,41.431391
20170010328,Gràcia,el Camp d'en Grassot i Gràcia Nova,Sardenya / Sant Antoni Maria Claret               ,Thursday,December,14,9,Morning,1,0,1,2,2.168632,41.406932
20170010330,Eixample,el Fort Pienc,Marina / Ausiàs Marc                              ,Thursday,December,14,9,Morning,0,0,0,1,2.183568,41.397287
20170010331,Sant Andreu,Sant Andreu,Fernando Pessoa                                   ,Thursday,December,14,11,Morning,0,1,1,1,2.192821,41.443137
20170010332,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Augusta                                           ,Thursday,December,14,12,Morning,1,0,1,3,2.154418,41.397071000000004
20170010333,Eixample,Sant Antoni,Paral·lel                                         ,Thursday,December,14,14,Afternoon,2,0,2,1,2.155842,41.375192
20170010334,Gràcia,la Vila de Gràcia,Quevedo / Tordera                                 ,Thursday,December,14,14,Afternoon,1,0,1,2,2.1625240000000003,41.402332
20170010335,Eixample,la Dreta de l'Eixample,Diagonal / Girona                                 ,Thursday,December,14,13,Morning,2,0,2,3,2.166516,41.398312
20170010336,Sarrià-Sant Gervasi,les Tres Torres,Augusta                                           ,Thursday,December,14,14,Afternoon,1,0,1,3,2.131988,41.397655
20170010337,Les Corts,les Corts,Diagonal                                          ,Thursday,December,14,18,Afternoon,1,0,1,2,2.12792,41.387971
20170010338,Sant Martí,la Vila Olímpica del Poblenou,Litoral                                           ,Thursday,December,14,17,Afternoon,1,0,1,3,2.197392,41.388013
20170010339,Eixample,la Dreta de l'Eixample,Gràcia / Aragó                                    ,Thursday,December,14,18,Afternoon,2,0,2,9,2.164884,41.392165000000006
20170010340,Eixample,la Dreta de l'Eixample,València / Catalunya                              ,Thursday,December,14,18,Afternoon,1,0,1,2,2.1623040000000002,41.391909000000005
20170010341,Eixample,la Sagrada Família,Mallorca / Sardenya                               ,Thursday,December,14,18,Afternoon,1,0,1,2,2.174311,41.402644
20170010342,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Muntaner                                          ,Thursday,December,14,17,Afternoon,0,0,0,1,2.14763,41.39567
20170010343,Gràcia,la Salut,Dalt / Santuari St Josep Muntanya                 ,Thursday,December,14,22,Night,2,0,2,3,2.155041,41.409542
20170010344,Sants-Montjuïc,Hostafrancs,Corts Catalanes / Bordeta                         ,Thursday,December,14,13,Morning,1,0,1,2,2.147519,41.373836
20170010345,Sants-Montjuïc,Sants,Sants                                             ,Thursday,December,14,19,Afternoon,1,0,1,1,2.133422,41.375552
20170010346,Sant Martí,el Parc i la Llacuna del Poblenou,Pujades                                           ,Thursday,December,14,23,Night,1,0,1,2,2.190544,41.394354
20170010347,Sant Andreu,la Trinitat Vella,Josep Andreu i Abelló                             ,Thursday,December,14,17,Afternoon,1,0,1,2,2.190589,41.448544
20170010348,Sant Martí,el Camp de l'Arpa del Clot,Indústria                                         ,Thursday,December,14,20,Afternoon,1,0,1,2,2.18229,41.415772
20170010349,Sant Martí,la Vila Olímpica del Poblenou,Mestral                                           ,Friday,December,15,5,Night,0,0,0,2,2.199561,41.387989000000005
20170010350,Sants-Montjuïc,la Marina del Prat Vermell,Número 3 Zona Franca / A Zona Franca              ,Friday,December,15,4,Night,0,0,1,2,2.138671,41.332974
20170010351,Sants-Montjuïc,el Poble-sec,B-10 (Llobregat)                                  ,Friday,December,15,5,Night,0,0,0,1,2.1681209999999997,41.361562
20170010352,Sant Martí,el Clot,Meridiana / Múrcia                                ,Thursday,December,14,18,Afternoon,1,0,1,2,2.186897,41.413979
20170010353,Sant Martí,el Camp de l'Arpa del Clot,Meridiana                                         ,Thursday,December,14,21,Afternoon,1,0,1,2,2.186569,41.412601
20170010354,Sarrià-Sant Gervasi,Sarrià,Bosc                                              ,Friday,December,15,8,Morning,1,0,1,1,2.111105,41.411953999999994
20170010355,Gràcia,la Salut,Pompeu Fabra / Can Toda                           ,Friday,December,15,9,Morning,2,0,2,2,2.1569409999999998,41.414644
20170010356,Eixample,la Sagrada Família,Padilla / Còrsega                                 ,Friday,December,15,9,Morning,1,0,1,2,2.1743770000000002,41.407824
20170010357,Sant Martí,el Clot,Democràcia                                        ,Friday,December,15,9,Morning,1,0,1,2,2.193135,41.409042
20170010358,Eixample,la Dreta de l'Eixample,Catalunya / Provença                              ,Thursday,December,14,21,Afternoon,1,0,1,2,2.15998,41.393601000000004
20170010359,Sarrià-Sant Gervasi,Sarrià,Reina Elisenda de Montcada                        ,Friday,December,15,10,Morning,1,0,1,2,2.1181959999999997,41.398144
20170010360,Horta-Guinardó,el Baix Guinardó,Gràcia / Marina                                   ,Friday,December,15,9,Morning,1,0,1,2,2.169231,41.408475
20170010361,Sant Andreu,Baró de Viver,Litoral (Llobregat)                               ,Friday,December,15,9,Morning,1,0,1,2,2.20493,41.444642
20170010362,Les Corts,les Corts,Diagonal / Agustina Saragossa                     ,Friday,December,15,11,Morning,2,0,2,2,2.135002,41.390246000000005
20170010363,Les Corts,Pedralbes,Pedralbes / Tòquio                                ,Friday,December,15,12,Morning,1,0,1,2,2.118475,41.390449
20170010364,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral / bac de roda                             ,Thursday,December,14,19,Afternoon,1,0,1,2,2.214286,41.402570000000004
20170010365,Eixample,l'Antiga Esquerra de l'Eixample,Corts Catalanes                                   ,Friday,December,15,13,Morning,1,0,1,3,2.15943,41.382446
20170010366,Sant Martí,el Camp de l'Arpa del Clot,Maragall / Indústria                              ,Friday,December,15,13,Morning,1,0,1,2,2.1808419999999997,41.414557
20170010367,Eixample,l'Antiga Esquerra de l'Eixample,Roma / Aragó                                      ,Friday,December,15,15,Afternoon,1,0,1,2,2.157337,41.386477
20170010368,Les Corts,Pedralbes,Doctor Ferran / Diagonal                          ,Friday,December,15,16,Afternoon,1,0,1,2,2.1253599999999997,41.387806
20170010369,Gràcia,el Camp d'en Grassot i Gràcia Nova,Còrsega / Roger de Flor                           ,Friday,December,15,14,Afternoon,1,0,1,2,2.167535,41.402696
20170010370,Eixample,el Fort Pienc,Sardenya / Diagonal                               ,Friday,December,15,15,Afternoon,0,1,1,2,2.176586,41.400921999999994
20170010371,Eixample,la Dreta de l'Eixample,Mallorca / Sant Joan                              ,Friday,December,15,8,Morning,1,0,1,1,2.170443,41.399637
20170010372,Eixample,la Dreta de l'Eixample,València                                          ,Friday,December,15,17,Afternoon,1,0,1,2,2.1679,41.39629
20170010373,Sant Martí,Sant Martí de Provençals,Guipúscoa                                         ,Friday,December,15,17,Afternoon,1,0,1,2,2.1985360000000003,41.417705
20170010374,Sant Andreu,el Bon Pastor,Litoral (Besòs)                                   ,Friday,December,15,17,Afternoon,1,0,1,2,2.205163,41.444756
20170010375,Sants-Montjuïc,la Marina del Prat Vermell,Motors                                            ,Friday,December,15,18,Afternoon,1,0,1,2,2.134984,41.347799
20170010376,Eixample,l'Antiga Esquerra de l'Eixample,Enric Granados / Provença                         ,Friday,December,15,15,Afternoon,1,0,1,2,2.1573580000000003,41.391589
20170010377,Eixample,Sant Antoni,Sepúlveda / Comte d'Urgell                        ,Friday,December,15,20,Afternoon,1,0,1,2,2.159811,41.381177
20170010378,Les Corts,Pedralbes,Dulcet                                            ,Friday,December,15,17,Afternoon,1,0,1,2,2.115769,41.390209000000006
20170010379,Eixample,la Dreta de l'Eixample,Mallorca / Catalunya                              ,Friday,December,15,17,Afternoon,2,0,2,2,2.161147,41.39275
20170010380,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Laietana                                          ,Friday,December,15,19,Afternoon,2,0,2,1,2.181197,41.381966999999996
20170010381,Sant Martí,la Verneda i la Pau,Santander                                         ,Friday,December,15,19,Afternoon,1,0,1,1,2.20173,41.427479999999996
20170010382,Eixample,la Sagrada Família,Còrsega / Marina                                  ,Friday,December,15,18,Afternoon,1,0,1,1,2.1721939999999997,41.406221
20170010383,Nou Barris,la Trinitat Nova,Dalt (Llobregat)                                  ,Friday,December,15,23,Night,0,0,0,2,2.18741,41.44683
20170010384,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Mig (Ascendent)                                   ,Friday,December,15,23,Night,2,0,2,1,2.1294299999999997,41.39048
20170010385,Sarrià-Sant Gervasi,les Tres Torres,Augusta                                           ,Friday,December,15,18,Afternoon,1,0,1,3,2.128605,41.397639
20170010386,Eixample,l'Antiga Esquerra de l'Eixample,Comte d'Urgell / Còrsega                          ,Friday,December,15,22,Night,1,0,1,2,2.1494009999999997,41.389061
