Id,District Name,Neighborhood Name,Street,Weekday,Month,Day,Hour,Part of the day,Mild injuries,Serious injuries,Victims,Vehicles involved,Longitude,Latitude
20170002251,Ciutat Vella,el Raval,PL DRASSANES                                      ,Monday,March,20,23,Night,4,0,4,2,2.176311,41.374765999999994
20170002252,Sarrià-Sant Gervasi,les Tres Torres,VIA AUGUSTA / Rda General Mitre                   ,Monday,March,20,16,Afternoon,1,0,1,1,2.132853,41.397779
20170002253,Nou Barris,la Trinitat Nova,AIGUABLAVA                                        ,Tuesday,March,21,1,Night,1,0,1,1,2.182179,41.449256
20170002254,Sants-Montjuïc,el Poble-sec,RDA LITORAL(LLOBRE                                ,Tuesday,March,21,7,Morning,1,0,1,2,2.1681209999999997,41.361562
20170002255,Eixample,la Dreta de l'Eixample,AV DIAGONAL                                       ,Tuesday,March,21,8,Morning,2,0,2,2,2.172818,41.399617
20170002256,Sarrià-Sant Gervasi,les Tres Torres,EDUARDO CONDE                                     ,Tuesday,March,21,9,Morning,1,0,1,2,2.122369,41.391477
20170002257,Horta-Guinardó,el Baix Guinardó,RDA GUINARDÓ / Lepant                             ,Tuesday,March,21,8,Morning,2,0,2,3,2.166491,41.412153
20170002258,Eixample,el Fort Pienc,ARAGÓ / Nàpols                                    ,Tuesday,March,21,10,Morning,2,0,2,3,2.174292,41.399253
20170002259,Gràcia,la Vila de Gràcia,CÒRSEGA                                           ,Tuesday,March,21,10,Morning,1,0,1,2,2.1598919999999997,41.397084
20170002260,Eixample,la Nova Esquerra de l'Eixample,GV CORTS CATALANES / Comte d'Urgell               ,Tuesday,March,21,10,Morning,1,0,1,2,2.158561,41.382137
20170002261,Les Corts,les Corts,GUITARD                                           ,Tuesday,March,21,11,Morning,1,0,1,3,2.13706,41.383155
20170002262,Horta-Guinardó,Sant Genís dels Agudells,NATZARET                                          ,Tuesday,March,21,9,Morning,1,0,1,2,2.137362,41.427805
20170002263,Eixample,la Dreta de l'Eixample,PL TETUAN                                         ,Tuesday,March,21,11,Morning,1,0,1,2,2.174391,41.395435
20170002264,Sant Andreu,Sant Andreu,JOAN TORRAS                                       ,Tuesday,March,21,11,Morning,2,0,2,1,2.1908090000000002,41.437793
20170002265,Horta-Guinardó,el Carmel,LLOBREGÓS                                         ,Tuesday,March,21,8,Morning,3,0,3,1,2.152892,41.422626
20170002266,Les Corts,Pedralbes,TRAV CORTS                                        ,Tuesday,March,21,11,Morning,1,0,1,2,2.121628,41.378238
20170002267,Eixample,l'Antiga Esquerra de l'Eixample,ENRIC GRANADOS / Rosselló                         ,Tuesday,March,21,10,Morning,1,0,1,2,2.1562189999999997,41.392449
20170002268,Sants-Montjuïc,el Poble-sec,MARGARIT / Magalhães                              ,Tuesday,March,21,12,Morning,1,0,1,2,2.163065,41.372199
20170002269,Sant Martí,el Clot,ARAGÓ                                             ,Tuesday,March,21,12,Morning,1,0,1,2,2.184593,41.407213
20170002270,Sants-Montjuïc,Sants - Badal,SANTS / Portbou                                   ,Tuesday,March,21,12,Morning,1,0,1,1,2.12722,41.375575
20170002271,Eixample,l'Antiga Esquerra de l'Eixample,ARIBAU                                            ,Tuesday,March,21,12,Morning,1,0,1,2,2.161106,41.386912
20170002272,Gràcia,la Salut,VERDI / Maignon                                   ,Tuesday,March,21,14,Afternoon,1,0,1,1,2.151694,41.409167
20170002273,Eixample,la Nova Esquerra de l'Eixample,VILADOMAT / Consell de Cent                       ,Tuesday,March,21,16,Afternoon,1,0,1,2,2.153928,41.382222
20170002274,Les Corts,les Corts,AV DIAGONAL / Numància                            ,Tuesday,March,21,18,Afternoon,1,0,1,2,2.1326080000000003,41.389624
20170002275,Sant Andreu,Sant Andreu,ROSSELLÓ I PORCEL / Av Meridiana                  ,Tuesday,March,21,19,Afternoon,1,0,1,2,2.184402,41.436613
20170002276,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,JOSEP GARÍ                                        ,Tuesday,March,21,18,Afternoon,1,0,1,2,2.134595,41.41535
20170002277,Eixample,l'Antiga Esquerra de l'Eixample,MUNTANER / València                               ,Tuesday,March,21,20,Afternoon,1,0,1,2,2.157335,41.38818
20170002278,Les Corts,la Maternitat i Sant Ramon,AV A BASTARDAS / Torre Melina                     ,Tuesday,March,21,20,Afternoon,1,0,1,2,2.107638,41.381245
20170002279,Les Corts,Pedralbes,AV DIAGONAL                                       ,Tuesday,March,21,19,Afternoon,1,0,1,2,2.11495,41.385664
20170002280,Sants-Montjuïc,la Font de la Guatlla,GV CORTS CATALANES                                ,Tuesday,March,21,23,Night,3,0,3,1,2.143395,41.370388
20170002281,Sants-Montjuïc,el Poble-sec,LLEIDA / Av Rius i Taulet                         ,Wednesday,March,22,7,Morning,2,0,2,2,2.1551810000000002,41.372876
20170002282,Horta-Guinardó,la Font d'en Fargues,PG MARAGALL / Escultor Llimona                    ,Wednesday,March,22,8,Morning,1,0,1,2,2.1671970000000003,41.42758
20170002283,Gràcia,la Vila de Gràcia,TRAV DALT                                         ,Wednesday,March,22,8,Morning,1,0,1,2,2.155516,41.409643
20170002284,Sants-Montjuïc,Sants - Badal,RDA MIG (DESCEND)                                 ,Wednesday,March,22,9,Morning,1,0,1,2,2.131711,41.36975
20170002285,Sants-Montjuïc,el Poble-sec,AV PARAL·LEL                                      ,Wednesday,March,22,9,Morning,1,0,1,1,2.161156,41.374807000000004
20170002286,Sarrià-Sant Gervasi,les Tres Torres,DOCTOR ROUX                                       ,Wednesday,March,22,11,Morning,1,0,1,3,2.133123,41.394785999999996
20170002287,Sant Martí,el Clot,PL GLÒRIES CATALAN                                ,Wednesday,March,22,9,Morning,1,0,1,2,2.1880330000000003,41.402572
20170002288,Sant Martí,el Besòs i el Maresme,RDA LITORAL(LLOBRE                                ,Wednesday,March,22,10,Morning,2,0,2,3,2.221726,41.410514
20170002289,Sant Martí,el Besòs i el Maresme,RDA LITORAL(LLOBRE                                ,Wednesday,March,22,10,Morning,2,0,2,2,2.221373,41.409658
20170002290,Eixample,Sant Antoni,VILAMARÍ / Av Paral·lel                           ,Wednesday,March,22,11,Morning,2,0,2,2,2.1541669999999997,41.375
20170002291,Les Corts,les Corts,BERLÍN / Nicaragua                                ,Wednesday,March,22,11,Morning,1,0,1,2,2.1403529999999997,41.383942
20170002292,Sant Andreu,Sant Andreu,AV MERIDIANA                                      ,Wednesday,March,22,11,Morning,2,0,2,2,2.1872130000000003,41.415232
20170002293,Nou Barris,Vallbona,ORISTÀ / Pg Cimal                                 ,Wednesday,March,22,11,Morning,1,0,1,2,2.183533,41.468244
20170002294,Eixample,la Sagrada Família,PADILLA / Consell de Cent                         ,Wednesday,March,22,10,Morning,1,0,1,1,2.181133,41.402673
20170002295,Ciutat Vella,la Barceloneta,RDA LITORAL(LLOBRE                                ,Wednesday,March,22,12,Morning,1,0,1,3,2.193746,41.386113
20170002296,Eixample,la Nova Esquerra de l'Eixample,ROCAFORT / València                               ,Wednesday,March,22,12,Morning,1,0,1,1,2.149421,41.382228000000005
20170002297,Horta-Guinardó,el Guinardó,RDA GUINARDÓ / Segle XX                           ,Wednesday,March,22,9,Morning,1,0,1,1,2.177335,41.422833000000004
20170002298,Sants-Montjuïc,Sants - Badal,SANTS                                             ,Wednesday,March,22,12,Morning,1,0,1,2,2.1229080000000002,41.375571
20170002299,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,TRAV GRÀCIA                                       ,Wednesday,March,22,12,Morning,1,0,1,2,2.148181,41.395355
20170002300,Eixample,la Dreta de l'Eixample,GV CORTS CATALANES                                ,Wednesday,March,22,14,Afternoon,1,0,1,2,2.168536,41.389948
20170002301,Sants-Montjuïc,la Bordeta,AV CARRILET                                       ,Wednesday,March,22,13,Morning,1,0,1,3,2.135781,41.366081
20170002302,Eixample,la Dreta de l'Eixample,BALMES                                            ,Wednesday,March,22,14,Afternoon,1,0,1,2,2.1566080000000003,41.394011
20170002303,Eixample,la Sagrada Família,AV DIAGONAL / Sicília                             ,Wednesday,March,22,15,Afternoon,1,0,1,2,2.1754279999999997,41.400076
20170002304,Sants-Montjuïc,el Poble-sec,CONSELL DE CENT / Av Diagonal                     ,Wednesday,March,22,15,Afternoon,1,0,1,2,2.178449,41.401264000000005
20170002305,Horta-Guinardó,Horta,PG MARAGALL / Dante Alighieri                     ,Wednesday,March,22,15,Afternoon,1,0,1,2,2.162522,41.429124
20170002306,Eixample,el Fort Pienc,GV CORTS CATALANES / Lepant                       ,Wednesday,March,22,18,Afternoon,1,0,1,2,2.182427,41.40007
20170002307,Sarrià-Sant Gervasi,les Tres Torres,VERGÓS                                            ,Wednesday,March,22,13,Morning,1,0,1,3,2.1275939999999998,41.397290999999996
20170002308,Sarrià-Sant Gervasi,les Tres Torres,BUÏGAS                                            ,Tuesday,March,7,19,Afternoon,0,0,0,2,2.13073,41.393494
20170002309,Ciutat Vella,el Raval,PEU DE LA CREU / Lluna                            ,Wednesday,March,22,15,Afternoon,1,0,1,2,2.166439,41.380752
20170002310,Horta-Guinardó,el Baix Guinardó,PADILLA / Mas Casanovas                           ,Wednesday,March,22,19,Afternoon,1,0,1,1,2.169062,41.411888
20170002311,Sarrià-Sant Gervasi,Sarrià,RDA DALT (BESÒS)                                  ,Wednesday,March,22,19,Afternoon,1,0,1,3,2.11538,41.402238
20170002312,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,MESTRE NICOLAU                                    ,Wednesday,March,22,20,Afternoon,2,0,2,2,2.143034,41.393929
20170002313,Eixample,la Dreta de l'Eixample,ROGER DE LLÚRIA / Mallorca                        ,Wednesday,March,22,22,Night,1,0,1,2,2.165249,41.395857
20170002314,Sarrià-Sant Gervasi,les Tres Torres,GIRONELLA / Pl Manuel Corachan                    ,Wednesday,March,22,22,Night,1,0,1,1,2.1293029999999997,41.394304999999996
20170002315,Sants-Montjuïc,el Poble-sec,TAMARIT / Av Paral·lel                            ,Thursday,March,23,0,Night,1,0,1,2,2.156432,41.374990999999994
20170002316,Sarrià-Sant Gervasi,les Tres Torres,VERGÓS / Via Augusta                              ,Thursday,March,23,0,Night,1,0,1,2,2.128006,41.397787
20170002317,Eixample,el Fort Pienc,GV CORTS CATALANES                                ,Thursday,March,23,7,Morning,1,0,1,2,2.1846099999999997,41.401358
20170002318,Les Corts,Pedralbes,RDA DALT(LLOBREGAT                                ,Thursday,March,23,8,Morning,1,0,1,3,2.1059740000000002,41.386547
20170002319,Sants-Montjuïc,la Marina del Prat Vermell,MOTORS                                            ,Thursday,March,23,8,Morning,1,0,1,2,2.142938,41.349996000000004
20170002320,Sarrià-Sant Gervasi,el Putxet i el Farró,MANDRI                                            ,Thursday,March,23,9,Morning,1,0,1,2,2.135591,41.401481
20170002321,Eixample,l'Antiga Esquerra de l'Eixample,GV CORTS CATALANES / Aribau                       ,Thursday,March,23,8,Morning,1,0,1,2,2.163105,41.385546999999995
20170002322,Eixample,l'Antiga Esquerra de l'Eixample,GV CORTS CATALANES / Entença                      ,Thursday,March,23,8,Morning,1,0,1,2,2.152903,41.377876
20170002323,Les Corts,les Corts,AV DIAGONAL / Av Sarrià                           ,Thursday,March,23,8,Morning,2,0,2,2,2.138825,41.391215
20170002324,Eixample,la Nova Esquerra de l'Eixample,ENTENÇA / Aragó                                   ,Thursday,March,23,9,Morning,0,0,0,1,2.14941,41.380523
20170002325,Sants-Montjuïc,la Marina de Port,ENERGIA                                           ,Thursday,March,23,8,Morning,1,0,1,2,2.1356189999999997,41.359615000000005
20170002326,Gràcia,la Vila de Gràcia,ESCORIAL / Providència                            ,Thursday,March,23,10,Morning,1,0,1,2,2.160167,41.408514000000004
20170002327,Eixample,la Sagrada Família,PROVENÇA                                          ,Thursday,March,23,13,Morning,2,0,2,2,2.1760029999999997,41.405493
20170002328,Sant Martí,el Clot,GV CORTS CATALANES                                ,Thursday,March,23,13,Morning,1,0,1,2,2.1923340000000002,41.407151
20170002329,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,RDA DALT(LLOBREGAT                                ,Thursday,March,23,12,Morning,1,0,1,2,2.131585,41.413949
20170002330,Eixample,la Dreta de l'Eixample,DIPUTACIÓ / Pg Gràcia                             ,Thursday,March,23,14,Afternoon,1,0,1,2,2.167049,41.390415999999995
20170002331,Sant Martí,Provençals del Poblenou,PERÚ                                              ,Thursday,March,23,8,Morning,1,0,1,2,2.200259,41.411803000000006
20170002332,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,AV DIAGONAL                                       ,Thursday,March,23,14,Afternoon,1,0,1,3,2.216406,41.410429
20170002333,Les Corts,Pedralbes,AV PEDRALBES                                      ,Thursday,March,23,8,Morning,2,0,2,2,2.116308,41.392393
20170002334,Ciutat Vella,el Barri Gòtic,VIA LAIETANA                                      ,Thursday,March,23,14,Afternoon,2,0,2,2,2.176281,41.385674
20170002335,Ciutat Vella,el Raval,RAMBLA                                            ,Thursday,March,23,16,Afternoon,1,0,1,1,2.1752540000000002,41.378682
20170002336,Les Corts,Pedralbes,RDA DALT(LLOBREGAT                                ,Thursday,March,23,16,Afternoon,1,0,1,2,2.104609,41.385015
20170002337,Les Corts,la Maternitat i Sant Ramon,AV MANUEL AZAÑA                                   ,Thursday,March,23,16,Afternoon,1,0,1,2,2.11035,41.377117999999996
20170002338,Eixample,l'Antiga Esquerra de l'Eixample,CONSELL DE CENT / Aribau                          ,Thursday,March,23,18,Afternoon,1,0,1,2,2.160726,41.387335
20170002339,Les Corts,la Maternitat i Sant Ramon,AV DIAGONAL                                       ,Thursday,March,23,18,Afternoon,1,0,1,2,2.121575,41.386511999999996
20170002340,Eixample,Sant Antoni,VILADOMAT / GV Corts Catalanes                    ,Thursday,March,23,19,Afternoon,1,0,1,1,2.156297,41.380433000000004
20170002341,Horta-Guinardó,el Baix Guinardó,RDA GUINARDÓ                                      ,Thursday,March,23,19,Afternoon,2,0,2,2,2.166074,41.412344
20170002342,Eixample,la Dreta de l'Eixample,BAILÈN / Aragó                                    ,Thursday,March,23,20,Afternoon,1,0,1,2,2.170918,41.396687
20170002343,Sant Martí,Sant Martí de Provençals,BAC DE RODA                                       ,Thursday,March,23,20,Afternoon,1,0,1,2,2.196339,41.413514
20170002344,Horta-Guinardó,la Font d'en Fargues,COMALADA / Arc de Sant Martí                      ,Thursday,March,23,19,Afternoon,1,0,1,2,2.171818,41.424015999999995
20170002345,Horta-Guinardó,Sant Genís dels Agudells,JUDEA                                             ,Thursday,March,23,20,Afternoon,1,0,1,2,2.1406810000000003,41.424731
20170002346,Sant Martí,Provençals del Poblenou,BAC DE RODA / GV Corts Catalanes                  ,Thursday,March,23,20,Afternoon,1,0,1,2,2.1981900000000003,41.411891
20170002347,Sant Martí,el Poblenou,LLULL / Ciutat de Granada                         ,Thursday,March,23,19,Afternoon,1,0,1,2,2.198332,41.398139
20170002348,Ciutat Vella,el Barri Gòtic,VIA LAIETANA                                      ,Thursday,March,23,20,Afternoon,1,0,1,2,2.175843,41.386008000000004
20170002349,Sant Andreu,Baró de Viver,RDA LITORAL(LLOBRE                                ,Thursday,March,23,21,Afternoon,1,0,1,2,2.20493,41.444642
20170002350,Eixample,la Sagrada Família,PROVENÇA                                          ,Thursday,March,23,22,Night,1,0,1,3,2.173807,41.404125
20170002351,Nou Barris,Porta,PG VALLDAURA / Lluc                               ,Thursday,March,23,20,Afternoon,1,0,1,1,2.176966,41.438672
20170002352,Eixample,la Dreta de l'Eixample,AV DIAGONAL / Pg Sant Joan                        ,Friday,March,24,7,Morning,1,0,1,2,2.169936,41.399124
20170002353,Sants-Montjuïc,Sants - Badal,RDA MIG (DESCEND)                                 ,Friday,March,24,8,Morning,1,0,1,2,2.131711,41.36975
20170002354,Horta-Guinardó,Horta,RDA DALT(LLOBREGAT                                ,Friday,March,24,8,Morning,1,0,1,2,2.146517,41.433534
20170002355,Eixample,el Fort Pienc,NÀPOLS                                            ,Friday,March,24,9,Morning,1,0,1,3,2.1827400000000003,41.392525
20170002356,Ciutat Vella,el Barri Gòtic,PL REIAL                                          ,Friday,March,24,8,Morning,0,0,0,1,2.174959,41.380412
20170002357,Sants-Montjuïc,el Poble-sec,AV RIUS I TAULET                                  ,Friday,March,24,11,Morning,1,0,1,2,2.154802,41.373037
20170002358,Eixample,l'Antiga Esquerra de l'Eixample,ARIBAU / Aragó                                    ,Friday,March,24,11,Morning,1,0,1,2,2.159597,41.38819
20170002359,Nou Barris,Porta,AV MERIDIANA                                      ,Friday,March,24,11,Morning,2,0,2,2,2.1828540000000003,41.429953999999995
20170002360,Eixample,Sant Antoni,SEPÚLVEDA                                         ,Friday,March,24,12,Morning,1,0,1,2,2.1581099999999998,41.380036
20170002361,Sant Andreu,Sant Andreu,VIA FAVÈNCIA / Ctra Ribes                         ,Friday,March,24,11,Morning,1,0,1,3,2.188536,41.446756
20170002362,Sant Andreu,la Sagrera,GARCILASO                                         ,Friday,March,24,12,Morning,1,0,1,1,2.1862150000000002,41.422607
20170002363,Sants-Montjuïc,el Poble-sec,PG JOSEP CARNER / Vila i Vilà                     ,Friday,March,24,13,Morning,1,0,1,2,2.174859,41.372347
20170002364,Eixample,la Sagrada Família,VALÈNCIA / Sicília                                ,Friday,March,24,13,Morning,1,0,1,2,2.174314,41.400958
20170002365,Eixample,la Sagrada Família,VALÈNCIA / Marina                                 ,Friday,March,24,12,Morning,1,0,1,2,2.1767090000000002,41.402757
20170002366,Horta-Guinardó,Sant Genís dels Agudells,RDA DALT(LLOBREGAT                                ,Friday,March,24,14,Afternoon,1,0,1,3,2.140619,41.421212
20170002367,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,VIA AUGUSTA                                       ,Friday,March,24,13,Morning,1,0,1,2,2.139583,41.397705
20170002368,Les Corts,Pedralbes,AV DIAGONAL / Pl Pius XII                         ,Friday,March,24,14,Afternoon,1,0,1,2,2.123275,41.387282
20170002369,Sants-Montjuïc,el Poble-sec,RDA LITORAL(LLOBRE                                ,Friday,March,24,14,Afternoon,3,0,3,3,2.206236,41.44314
20170002370,Gràcia,la Vila de Gràcia,CÒRSEGA                                           ,Friday,March,24,14,Afternoon,1,0,1,3,2.1598919999999997,41.397084
20170002371,Eixample,la Nova Esquerra de l'Eixample,CALÀBRIA / Rosselló                               ,Friday,March,24,15,Afternoon,1,0,1,2,2.147151,41.385635
20170002372,Eixample,la Sagrada Família,ARAGÓ / Lepant                                    ,Friday,March,24,13,Morning,1,0,1,2,2.178945,41.402738
20170002373,Eixample,la Sagrada Família,CONSELL DE CENT / Padilla                         ,Friday,March,24,14,Afternoon,1,0,1,2,2.181133,41.402673
20170002374,Sants-Montjuïc,Hostafrancs,CREU COBERTA                                      ,Friday,March,24,15,Afternoon,1,0,1,1,2.143257,41.375147999999996
20170002375,Sants-Montjuïc,la Font de la Guatlla,GV CORTS CATALANES / Moianès                      ,Friday,March,24,17,Afternoon,1,0,1,3,2.1423490000000003,41.369946999999996
20170002376,Nou Barris,Porta,ARNAU D'OMS / Alella                              ,Friday,March,24,15,Afternoon,1,0,1,2,2.177382,41.431478999999996
20170002377,Eixample,la Dreta de l'Eixample,PL TETUAN                                         ,Friday,March,24,13,Morning,1,0,1,2,2.1759169999999997,41.39419
20170002378,Eixample,la Nova Esquerra de l'Eixample,VILADOMAT                                         ,Friday,March,24,15,Afternoon,1,0,1,2,2.1518349999999997,41.383668
20170002379,Eixample,el Fort Pienc,ROSSELLÓ / Sicília                                ,Friday,March,24,18,Afternoon,1,0,1,2,2.1709169999999998,41.403509
20170002380,Eixample,l'Antiga Esquerra de l'Eixample,COMTE D'URGELL / Londres                          ,Friday,March,24,18,Afternoon,1,0,1,1,2.147149,41.390747999999995
20170002381,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,RDA DALT(LLOBREGAT                                ,Friday,March,24,18,Afternoon,1,0,1,3,2.122895,41.407801
20170002382,Eixample,la Dreta de l'Eixample,AV DIAGONAL / Mallorca                            ,Friday,March,24,18,Afternoon,1,0,1,3,2.169936,41.399124
20170002383,Sants-Montjuïc,Hostafrancs,ARAGÓ / Tarragona                                 ,Friday,March,24,19,Afternoon,1,0,1,2,2.1459099999999998,41.377996
20170002384,Sarrià-Sant Gervasi,Sarrià,VIA AUGUSTA                                       ,Friday,March,24,19,Afternoon,3,0,3,2,2.120866,41.401726000000004
20170002385,Horta-Guinardó,la Clota,RDA DALT(LLOBREGAT                                ,Friday,March,24,18,Afternoon,1,0,1,2,2.145892,41.432299
20170002386,Sant Martí,el Parc i la Llacuna del Poblenou,SANCHO DE ÁVILA / Zamora                          ,Friday,March,24,18,Afternoon,1,0,1,2,2.1881,41.397302
20170002387,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,RDA DALT (BESÒS)                                  ,Friday,March,24,20,Afternoon,2,0,2,2,2.125985,41.410589
20170002388,Les Corts,la Maternitat i Sant Ramon,AV MADRID / Lluçà                                 ,Friday,March,24,20,Afternoon,1,0,1,1,2.131776,41.380652000000005
20170002389,Eixample,el Fort Pienc,MARINA / GV Corts Catalanes                       ,Friday,March,24,18,Afternoon,2,0,2,2,2.1811990000000003,41.399111
20170002390,Eixample,la Dreta de l'Eixample,RBLA CATALUNYA                                    ,Friday,March,24,21,Afternoon,1,0,1,1,2.161794,41.392086
20170002391,Ciutat Vella,el Raval,SANT OLEGUER                                      ,Friday,March,24,19,Afternoon,1,0,1,1,2.1709400000000003,41.377623
20170002392,Eixample,la Sagrada Família,MALLORCA / Marina                                 ,Friday,March,24,20,Afternoon,1,0,1,1,2.175579,41.403618
20170002393,Eixample,la Dreta de l'Eixample,BALMES                                            ,Friday,March,24,20,Afternoon,1,0,1,2,2.162518,41.389533
20170002394,Sants-Montjuïc,la Marina de Port,PG ZONA FRANCA                                    ,Friday,March,24,20,Afternoon,1,0,1,1,2.137172,41.3631
20170002395,Sants-Montjuïc,Sants,TARRAGONA / Av Roma                               ,Friday,March,24,22,Night,2,0,2,2,2.142907,41.380251
20170002396,Sarrià-Sant Gervasi,Sarrià,RDA DALT (BESÒS)                                  ,Friday,March,24,23,Night,1,0,1,3,2.114345,41.401554
20170002397,Nou Barris,la Prosperitat,AV MERIDIANA / Conveni                            ,Friday,March,24,21,Afternoon,1,0,1,1,2.186203,41.442952000000005
20170002398,Sarrià-Sant Gervasi,les Tres Torres,VIA AUGUSTA / Hort de la Vila                     ,Friday,March,24,20,Afternoon,1,0,1,1,2.124189,41.39959
20170002399,Eixample,l'Antiga Esquerra de l'Eixample,MUNTANER / València                               ,Friday,March,24,23,Night,1,0,1,2,2.157335,41.38818
20170002400,Sant Martí,Provençals del Poblenou,SELVA DE MAR / Pere IV                            ,Friday,March,24,23,Night,0,0,0,2,2.2046900000000003,41.412124
20170002401,Sant Martí,el Clot,BILBAO                                            ,Saturday,March,25,0,Night,1,0,1,2,2.191554,41.411618
20170002402,Sants-Montjuïc,la Font de la Guatlla,GV CORTS CATALANES                                ,Saturday,March,25,4,Night,1,0,1,2,2.140873,41.369155
20170002403,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,RDA LITORAL(BESÒS)                                ,Saturday,March,25,2,Night,0,0,0,2,2.2147580000000002,41.403345
20170002404,Eixample,l'Antiga Esquerra de l'Eixample,GV CORTS CATALANES                                ,Saturday,March,25,8,Morning,1,0,1,2,2.161305,41.384516999999995
20170002405,Sant Andreu,Sant Andreu,CTRA B-20 (BESÒS)                                 ,Saturday,March,25,8,Morning,3,0,3,2,2.1932810000000003,41.447326000000004
20170002406,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",PG ISABEL II / Pla Palau                          ,Saturday,March,25,10,Morning,1,0,1,1,2.183262,41.38258
20170002407,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",BOHEMIS                                           ,Saturday,March,25,11,Morning,0,0,0,1,2.09714,41.424436
20170002408,Nou Barris,Verdun,RDA DALT (BESÒS)                                  ,Saturday,March,25,12,Morning,2,0,2,4,2.162947,41.440441
20170002409,Eixample,la Dreta de l'Eixample,GV CORTS CATALANES                                ,Saturday,March,25,12,Morning,1,0,1,2,2.166835,41.388011999999996
20170002410,Sant Martí,el Camp de l'Arpa del Clot,CÒRSEGA / Dos de Maig                             ,Saturday,March,25,14,Afternoon,4,0,4,2,2.1777189999999997,41.410323
20170002411,Les Corts,les Corts,TRAV CORTS / Nicaragua                            ,Saturday,March,25,14,Afternoon,1,0,1,2,2.136291,41.387507
20170002412,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,RDA GENERAL MITRE / Doctor Fleming                ,Saturday,March,25,16,Afternoon,1,0,1,1,2.1344279999999998,41.395425
20170002413,Sants-Montjuïc,Sants - Badal,SUGRANYES / Pavia                                 ,Saturday,March,25,17,Afternoon,1,0,1,2,2.130007,41.372083
20170002414,Gràcia,el Camp d'en Grassot i Gràcia Nova,PG SANT JOAN                                      ,Saturday,March,25,16,Afternoon,1,0,1,2,2.165918,41.401827000000004
20170002415,Sant Andreu,el Bon Pastor,POTOSÍ / Ciutat d'Asunción                        ,Saturday,March,25,18,Afternoon,2,0,2,1,2.199734,41.442816
20170002416,Sant Martí,la Vila Olímpica del Poblenou,AV ICÀRIA / Marina                                ,Saturday,March,25,20,Afternoon,1,0,1,2,2.194517,41.389066
20170002417,Eixample,la Sagrada Família,CONSELL DE CENT                                   ,Saturday,March,25,20,Afternoon,1,0,1,2,2.181838,41.403339
20170002418,Eixample,la Dreta de l'Eixample,PG SANT JOAN / Aragó                              ,Saturday,March,25,19,Afternoon,3,0,3,2,2.172037,41.397542
20170002419,Sant Martí,Provençals del Poblenou,SELVA DE MAR / Pere IV                            ,Saturday,March,25,21,Afternoon,2,0,2,2,2.2046900000000003,41.412124
20170002420,Eixample,la Dreta de l'Eixample,GIRONA / Mallorca                                 ,Saturday,March,25,22,Night,0,1,1,2,2.167508,41.397568
20170002421,Eixample,l'Antiga Esquerra de l'Eixample,AV DIAGONAL / Balmes                              ,Sunday,March,26,0,Night,2,0,2,3,2.1547110000000003,41.395317
20170002422,Gràcia,la Vila de Gràcia,AV DIAGONAL / Via Augusta                         ,Sunday,March,26,1,Night,1,0,1,1,2.155714,41.395567
20170002423,Sant Martí,el Poblenou,SALVADOR ESPRIU                                   ,Sunday,March,26,9,Morning,2,0,2,2,2.203183,41.393521
20170002424,Sant Martí,la Verneda i la Pau,SANTANDER                                         ,Sunday,March,26,6,Morning,1,0,1,1,2.198539,41.42411
20170002425,Horta-Guinardó,el Carmel,RBLA CARMEL / Llobregós                           ,Friday,March,24,21,Afternoon,1,0,1,1,2.157753,41.425215
20170002426,Ciutat Vella,la Barceloneta,PTJA SANT MIQUEL / Atlàntida                      ,Sunday,March,26,14,Afternoon,1,0,1,1,2.19087,41.377077
20170002427,Eixample,la Nova Esquerra de l'Eixample,ARAGÓ / Rocafort                                  ,Sunday,March,26,16,Afternoon,2,0,2,1,2.1505389999999998,41.381378999999995
20170002428,Horta-Guinardó,Horta,PG VALL D'HEBRON                                  ,Sunday,March,26,15,Afternoon,2,0,2,2,2.154766,41.438320000000004
20170002429,Sants-Montjuïc,Sants,AV MADRID                                         ,Sunday,March,26,15,Afternoon,1,0,1,2,2.130202,41.379781
20170002430,Eixample,el Fort Pienc,PG SANT JOAN                                      ,Sunday,March,26,18,Afternoon,1,0,1,1,2.179869,41.391959
20170002431,Sant Andreu,Sant Andreu,FELIP II                                          ,Sunday,March,26,20,Afternoon,1,0,1,2,2.190771,41.417254
20170002432,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,AMIGÓ / Rector Ubach                              ,Sunday,March,26,20,Afternoon,1,0,1,4,2.14214,41.397108
20170002433,Sant Martí,el Parc i la Llacuna del Poblenou,JOAN D'ÀUSTRIA / Av Meridiana                     ,Sunday,March,26,22,Night,1,0,1,1,2.186983,41.396491999999995
